@relation autorship_identification
@attribute "-lrb-[.,-rrb-]" numeric
@attribute "``[.,'']" numeric
@attribute "a[\\,,\\,]" numeric
@attribute "a[lado[seu]]" numeric
@attribute "a[ponto[de]]" numeric
@attribute "a[si[mesmo]]" numeric
@attribute "abriu[olhos[os]]" numeric
@attribute "afinal[de[contas]]" numeric
@attribute "além[\\,,\\,]" numeric
@attribute "além[de,\\,]" numeric
@attribute "amor[de[deus]]" numeric
@attribute "ana[don,`]" numeric
@attribute "ao[\\,,\\,]" numeric
@attribute "ao[lado[da]]" numeric
@attribute "ao[lado[de]]" numeric
@attribute "ao[lado[do]]" numeric
@attribute "ao[pé[da]]" numeric
@attribute "ao[tempo[mesmo]]" numeric
@attribute "ar[um,de]" numeric
@attribute "bem[\\,,meu]" numeric
@attribute "cabeça[a,de]" numeric
@attribute "cara[a,do]" numeric
@attribute "casa[a,de]" numeric
@attribute "certeza[a,de]" numeric
@attribute "cheiro[o,de]" numeric
@attribute "cheiro[um,de]" numeric
@attribute "cima[da[mesa]]" numeric
@attribute "com[\\,,.]" numeric
@attribute "com[\\,,\\,]" numeric
@attribute "com[\\,,ar]" numeric
@attribute "com[\\,,e]" numeric
@attribute "com[\\,,olhos]" numeric
@attribute "com[\\,,voz]" numeric
@attribute "com[ar[de]]" numeric
@attribute "com[cabeça[a]]" numeric
@attribute "com[mão[a]]" numeric
@attribute "com[mãos[as]]" numeric
@attribute "com[olhar[o]]" numeric
@attribute "com[olhos[de]]" numeric
@attribute "com[olhos[os]]" numeric
@attribute "com[ponta[a]]" numeric
@attribute "com[rosto[o]]" numeric
@attribute "com[sorriso[um]]" numeric
@attribute "com[voz[sua]]" numeric
@attribute "como[\\,,\\,]" numeric
@attribute "corpo[o,de]" numeric
@attribute "da[\\,,\\,]" numeric
@attribute "da[\\,,da]" numeric
@attribute "da[casa[de]]" numeric
@attribute "da[e,da]" numeric
@attribute "da[e,do]" numeric
@attribute "da[sala[de]]" numeric
@attribute "dava[que,lhe]" numeric
@attribute "de[\\,,.]" numeric
@attribute "de[\\,,\\,]" numeric
@attribute "de[\\,,de]" numeric
@attribute "de[\\,,e]" numeric
@attribute "de[\\,,olhos]" numeric
@attribute "de[apesar,\\,]" numeric
@attribute "de[corpo[seu]]" numeric
@attribute "de[depois,\\,]" numeric
@attribute "de[e,de]" numeric
@attribute "de[era[que]]" numeric
@attribute "de[flor[dona]]" numeric
@attribute "de[fé[santa]]" numeric
@attribute "de[homem[um]]" numeric
@attribute "de[lado[um]]" numeric
@attribute "de[modo[algum]]" numeric
@attribute "de[modo[certo]]" numeric
@attribute "de[ou,de]" numeric
@attribute "de[paulo[são]]" numeric
@attribute "de[quando[em]]" numeric
@attribute "de[repente,\\,]" numeric
@attribute "de[seco[mangue]]" numeric
@attribute "de[sequeiro[grande]]" numeric
@attribute "de[si[mesma]]" numeric
@attribute "de[vez[uma]]" numeric
@attribute "de[vida[sua]]" numeric
@attribute "de[é[que]]" numeric
@attribute "dentro[de[si]]" numeric
@attribute "depois[\\,,\\,]" numeric
@attribute "desejo[o,de]" numeric
@attribute "dia[um,.]" numeric
@attribute "dias[todos,os]" numeric
@attribute "disse[-,.]" numeric
@attribute "disse[--,.]" numeric
@attribute "disse[:,.]" numeric
@attribute "disse[\\,,.]" numeric
@attribute "disse[com,.]" numeric
@attribute "disse[ela,.]" numeric
@attribute "disse[ele,.]" numeric
@attribute "disse[é,.]" numeric
@attribute "do[\\,,\\,]" numeric
@attribute "do[depois,\\,]" numeric
@attribute "do[e,da]" numeric
@attribute "do[e,do]" numeric
@attribute "do[lado[outro]]" numeric
@attribute "doutor[\\,,\\,]" numeric
@attribute "em[\\,,.]" numeric
@attribute "em[\\,,\\,]" numeric
@attribute "em[busca[de]]" numeric
@attribute "em[cima[da]]" numeric
@attribute "em[cima[do]]" numeric
@attribute "em[fé[santa]]" numeric
@attribute "em[paulo[são]]" numeric
@attribute "em[que,\\,]" numeric
@attribute "em[seco[mangue]]" numeric
@attribute "em[vez[de]]" numeric
@attribute "em[voz[alta]]" numeric
@attribute "encolheu[ombros,.]" numeric
@attribute "encolheu[ombros[os]]" numeric
@attribute "entre[\\,,\\,]" numeric
@attribute "entretanto[\\,,\\,]" numeric
@attribute "então[\\,,\\,]" numeric
@attribute "era[:,.]" numeric
@attribute "era[\\,,.]" numeric
@attribute "era[\\,,\\,]" numeric
@attribute "era[\\,,e]" numeric
@attribute "era[\\,,era]" numeric
@attribute "era[\\,,mas]" numeric
@attribute "era[\\,,que]" numeric
@attribute "era[agora,.]" numeric
@attribute "era[assim,.]" numeric
@attribute "era[com,.]" numeric
@attribute "era[como,.]" numeric
@attribute "era[de,.]" numeric
@attribute "era[e,.]" numeric
@attribute "era[ela,.]" numeric
@attribute "era[ele,.]" numeric
@attribute "era[era,.]" numeric
@attribute "era[homem,.]" numeric
@attribute "era[homem[um]]" numeric
@attribute "era[isso,.]" numeric
@attribute "era[mas,.]" numeric
@attribute "era[no,.]" numeric
@attribute "era[não,.]" numeric
@attribute "era[não,\\,]" numeric
@attribute "era[o,.]" numeric
@attribute "era[que,\\,]" numeric
@attribute "era[que,e]" numeric
@attribute "era[que,ele]" numeric
@attribute "era[que,não]" numeric
@attribute "era[sim[\\,]]" numeric
@attribute "era[vida[a]]" numeric
@attribute "ergueu[olhos[os]]" numeric
@attribute "espécie[uma,de]" numeric
@attribute "estava[\\,,.]" numeric
@attribute "estava[\\,,\\,]" numeric
@attribute "estava[\\,,que]" numeric
@attribute "estava[com,.]" numeric
@attribute "estava[e,.]" numeric
@attribute "estava[lá,.]" numeric
@attribute "estava[no,.]" numeric
@attribute "estivesse[como,se]" numeric
@attribute "está[-,.]" numeric
@attribute "está[-,bem]" numeric
@attribute "está[--,.]" numeric
@attribute "está[\\,,.]" numeric
@attribute "está[bem,.]" numeric
@attribute "exclamou[-,.]" numeric
@attribute "expressão[uma,de]" numeric
@attribute "fato[o,de]" numeric
@attribute "fez[e,.]" numeric
@attribute "fez[gesto,.]" numeric
@attribute "fez[gesto[um]]" numeric
@attribute "fez[pausa[uma]]" numeric
@attribute "ficou[\\,,.]" numeric
@attribute "ficou[rodrigo,.]" numeric
@attribute "fim[de[contas]]" numeric
@attribute "fim[o,do]" numeric
@attribute "flor[\\,,dona]" numeric
@attribute "flor[dona,\\,]" numeric
@attribute "foi[-,.]" numeric
@attribute "foi[\\,,.]" numeric
@attribute "foi[e,.]" numeric
@attribute "fosse[\\,,se]" numeric
@attribute "fosse[como,se]" numeric
@attribute "fosse[se,\\,]" numeric
@attribute "fosse[se,não]" numeric
@attribute "gesto[um,de]" numeric
@attribute "havia[e,.]" numeric
@attribute "havia[no,.]" numeric
@attribute "havia[não,.]" numeric
@attribute "homem[o,de]" numeric
@attribute "homem[um,de]" numeric
@attribute "há[não,.]" numeric
@attribute "idéia[a,de]" numeric
@attribute "impressão[a,de]" numeric
@attribute "lado[para[outro]]" numeric
@attribute "luz[a,do]" numeric
@attribute "mais[que[do]]" numeric
@attribute "mais[vez[cada]]" numeric
@attribute "mundo[todo,o]" numeric
@attribute "mão[a,de]" numeric
@attribute "mãos[ambas,as]" numeric
@attribute "na[\\,,.]" numeric
@attribute "na[\\,,\\,]" numeric
@attribute "na[casa[de]]" numeric
@attribute "na[direção[da]]" numeric
@attribute "na[direção[do]]" numeric
@attribute "na[hora[do]]" numeric
@attribute "na[sala[de]]" numeric
@attribute "no[\\,,.]" numeric
@attribute "no[\\,,\\,]" numeric
@attribute "no[\\,,entanto]" numeric
@attribute "no[dia,\\,]" numeric
@attribute "no[dia[seguinte]]" numeric
@attribute "no[entanto,\\,]" numeric
@attribute "no[fim[de]]" numeric
@attribute "no[meio,\\,]" numeric
@attribute "no[meio[da]]" numeric
@attribute "no[meio[de]]" numeric
@attribute "no[meio[do]]" numeric
@attribute "noites[todas,as]" numeric
@attribute "nome[o,de]" numeric
@attribute "nos[\\,,\\,]" numeric
@attribute "num[\\,,\\,]" numeric
@attribute "numa[\\,,\\,]" numeric
@attribute "não[-,\\,]" numeric
@attribute "o[dizer[que]]" numeric
@attribute "o[era[que]]" numeric
@attribute "o[fazer[que]]" numeric
@attribute "o[quer[que]]" numeric
@attribute "o[queria[que]]" numeric
@attribute "o[é[que]]" numeric
@attribute "olha[para,.]" numeric
@attribute "olhando[\\,,para]" numeric
@attribute "olhar[a,para]" numeric
@attribute "olhava[para,.]" numeric
@attribute "olhos[\\,,\\,]" numeric
@attribute "olhos[os,abertos]" numeric
@attribute "olhos[os,de]" numeric
@attribute "olhos[os,do]" numeric
@attribute "olhou[e,.]" numeric
@attribute "olhou[para,.]" numeric
@attribute "olhou[para,e]" numeric
@attribute "ora[-,\\,]" numeric
@attribute "padre[o,lara]" numeric
@attribute "para[\\,,\\,]" numeric
@attribute "para[cama[a]]" numeric
@attribute "para[céu[o]]" numeric
@attribute "para[frente[a]]" numeric
@attribute "para[lado[o]]" numeric
@attribute "para[lados[os]]" numeric
@attribute "para[quarto[o]]" numeric
@attribute "para[rua[a]]" numeric
@attribute "para[sala[a]]" numeric
@attribute "para[sala[de]]" numeric
@attribute "pedaço[um,de]" numeric
@attribute "pela[vez[primeira]]" numeric
@attribute "perguntou[-,.]" numeric
@attribute "perguntou[:,?]" numeric
@attribute "ponto[a,de]" numeric
@attribute "por[\\,,\\,]" numeric
@attribute "por[\\,,exemplo]" numeric
@attribute "por[exemplo,\\,]" numeric
@attribute "por[fim,\\,]" numeric
@attribute "por[instante[um]]" numeric
@attribute "por[instantes[alguns]]" numeric
@attribute "por[segundos[alguns]]" numeric
@attribute "porta[a,do]" numeric
@attribute "porém[\\,,\\,]" numeric
@attribute "pouco[um,\\,]" numeric
@attribute "pouco[um,de]" numeric
@attribute "queria[não,.]" numeric
@attribute "quero[não,.]" numeric
@attribute "resto[o,da]" numeric
@attribute "rio[de[janeiro]]" numeric
@attribute "rosto[o,de]" numeric
@attribute "sabe[não,.]" numeric
@attribute "sabia[era[que]]" numeric
@attribute "sabia[não,.]" numeric
@attribute "sabia[que,não]" numeric
@attribute "sacudiu[cabeça,.]" numeric
@attribute "sacudiu[cabeça[a]]" numeric
@attribute "sala[a,de]" numeric
@attribute "sala[de[jantar]]" numeric
@attribute "sala[de[visitas]]" numeric
@attribute "sei[-,.]" numeric
@attribute "sei[-,\\,]" numeric
@attribute "sei[-,não]" numeric
@attribute "sei[--,.]" numeric
@attribute "sei[\\,,.]" numeric
@attribute "sei[eu,.]" numeric
@attribute "sei[não,.]" numeric
@attribute "sei[não,\\,]" numeric
@attribute "sem[\\,,\\,]" numeric
@attribute "sensação[a,de]" numeric
@attribute "sensação[uma,de]" numeric
@attribute "sentimento[um,de]" numeric
@attribute "ser[deve,.]" numeric
@attribute "ser[pode,.]" numeric
@attribute "sim[-,\\,]" numeric
@attribute "sim[--,\\,]" numeric
@attribute "sim[\\,,.]" numeric
@attribute "sim[\\,,\\,]" numeric
@attribute "sobre[mesa[a]]" numeric
@attribute "soltou[risada,.]" numeric
@attribute "soltou[risada[uma]]" numeric
@attribute "sou[eu,.]" numeric
@attribute "sou[não,.]" numeric
@attribute "tem[não,.]" numeric
@attribute "tem[que,não]" numeric
@attribute "tenho[não,.]" numeric
@attribute "teve[impressão[a]]" numeric
@attribute "teve[impressão[de]]" numeric
@attribute "tinha[\\,,.]" numeric
@attribute "tinha[\\,,e]" numeric
@attribute "tinha[\\,,que]" numeric
@attribute "tinha[e,.]" numeric
@attribute "tinha[não,.]" numeric
@attribute "tinha[não,\\,]" numeric
@attribute "tinha[que,não]" numeric
@attribute "tivesse[como,se]" numeric
@attribute "tornou[a,.]" numeric
@attribute "ver[a,com]" numeric
@attribute "vez[a,primeira]" numeric
@attribute "vez[uma[mais]]" numeric
@attribute "vida[a,de]" numeric
@attribute "vida[a,sua]" numeric
@attribute "vida[toda,a]" numeric
@attribute "voltou[cabeça[a]]" numeric
@attribute "voltou[para,.]" numeric
@attribute "voz[a,da]" numeric
@attribute "voz[a,de]" numeric
@attribute "voz[a,do]" numeric
@attribute "à[\\,,\\,]" numeric
@attribute "às[\\,,\\,]" numeric
@attribute "às[vezes,\\,]" numeric
@attribute "é[-,.]" numeric
@attribute "é[-,?]" numeric
@attribute "é[-,\\,]" numeric
@attribute "é[-,como]" numeric
@attribute "é[-,e]" numeric
@attribute "é[-,isso]" numeric
@attribute "é[-,mas]" numeric
@attribute "é[-,não]" numeric
@attribute "é[-,que]" numeric
@attribute "é[--,.]" numeric
@attribute "é[--,?]" numeric
@attribute "é[--,\\,]" numeric
@attribute "é[--,não]" numeric
@attribute "é[--,que]" numeric
@attribute "é[:,.]" numeric
@attribute "é[\\,,.]" numeric
@attribute "é[\\,,\\,]" numeric
@attribute "é[\\,,e]" numeric
@attribute "é[\\,,mas]" numeric
@attribute "é[\\,,não]" numeric
@attribute "é[\\,,que]" numeric
@attribute "é[\\,,é]" numeric
@attribute "é[agora,.]" numeric
@attribute "é[capaz[de]]" numeric
@attribute "é[coisa,.]" numeric
@attribute "é[coisa[a]]" numeric
@attribute "é[como,.]" numeric
@attribute "é[como,?]" numeric
@attribute "é[de,.]" numeric
@attribute "é[e,.]" numeric
@attribute "é[ele,.]" numeric
@attribute "é[fazer[que]]" numeric
@attribute "é[homem,.]" numeric
@attribute "é[homem[um]]" numeric
@attribute "é[isso,.]" numeric
@attribute "é[isso,\\,]" numeric
@attribute "é[mas,.]" numeric
@attribute "é[mas,?]" numeric
@attribute "é[melhor,.]" numeric
@attribute "é[mesmo,.]" numeric
@attribute "é[no,.]" numeric
@attribute "é[não,.]" numeric
@attribute "é[não,?]" numeric
@attribute "é[não,\\,]" numeric
@attribute "é[o,.]" numeric
@attribute "é[para,.]" numeric
@attribute "é[pois,.]" numeric
@attribute "é[por,.]" numeric
@attribute "é[por,?]" numeric
@attribute "é[por[que]]" numeric
@attribute "é[preciso,.]" numeric
@attribute "é[que,.]" numeric
@attribute "é[que,?]" numeric
@attribute "é[que,\\,]" numeric
@attribute "é[que,e]" numeric
@attribute "é[que,fazer]" numeric
@attribute "é[que,isso]" numeric
@attribute "é[que,não]" numeric
@attribute "é[que,que]" numeric
@attribute "é[que[o]]" numeric
@attribute "é[quem,?]" numeric
@attribute "é[senhor[o]]" numeric
@attribute "é[tem[que]]" numeric
@attribute "é[tudo,.]" numeric
@attribute "é[verdade,.]" numeric
@attribute "é[verdade[a]]" numeric
@attribute "é[vida[a]]" numeric
@attribute "é[é,.]" numeric
@attribute "é[é[\\,]]" numeric
@attribute "é[é[não]]" numeric
@attribute "é[é[que]]" numeric
@attribute class {clarice_lispector,érico_veríssimo,jorge_amado}
@data
1,4,0,0,1,4,0,1,4,1,1,0,1,1,0,0,0,4,1,1,0,0,0,1,0,1,0,1,8,0,1,1,0,0,2,0,1,0,0,3,0,0,1,0,5,0,1,0,0,1,1,1,0,5,21,4,1,0,2,0,3,5,3,0,0,1,2,0,1,1,0,0,6,0,0,3,0,6,0,3,0,2,3,2,2,2,0,1,1,1,2,1,0,0,1,1,0,0,0,3,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,2,3,0,0,2,1,1,0,4,2,6,6,4,2,0,1,2,2,1,11,3,2,3,2,0,4,0,1,2,3,2,0,1,1,1,2,4,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0,3,0,1,1,1,5,2,2,2,3,2,0,0,2,5,0,0,0,0,1,3,4,4,0,2,13,0,1,0,2,0,0,4,0,2,1,4,1,1,5,0,0,1,0,0,3,0,2,4,0,0,0,0,0,0,0,3,0,2,1,0,1,1,0,0,0,3,6,0,1,1,5,2,2,0,2,1,0,0,6,2,9,2,2,2,1,1,0,3,2,5,0,0,0,0,1,0,0,0,0,2,1,3,2,8,2,0,1,0,1,0,1,3,5,4,0,0,1,2,0,3,0,0,0,1,2,0,2,6,0,2,0,0,4,1,0,0,2,1,0,0,0,1,0,3,0,3,4,4,2,1,0,1,4,3,2,0,1,0,0,0,0,2,3,6,4,3,2,0,2,1,2,1,1,1,0,11,0,1,0,0,4,0,3,1,0,0,2,0,4,4,1,0,0,0,3,4,1,1,4,2,0,1,1,1,0,2,0,1,2,3,4,1,1,0,2,1,1,clarice_lispector
0,2,2,2,1,1,2,0,0,1,0,0,5,2,2,0,1,8,2,0,3,0,5,2,6,3,0,0,11,0,3,1,1,0,2,2,2,3,3,8,0,10,1,0,7,2,4,1,0,2,2,4,5,16,17,3,2,3,2,1,2,13,1,0,0,12,6,7,0,4,0,4,2,0,0,4,0,5,0,1,1,2,2,1,0,2,2,11,7,6,5,2,1,0,1,2,0,0,0,8,1,0,0,0,0,1,0,3,1,0,0,0,0,0,3,9,4,10,2,0,3,3,10,0,7,9,19,8,9,2,3,2,5,17,5,11,3,13,3,3,1,9,1,4,1,0,4,2,1,1,5,6,6,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,3,2,4,0,2,0,3,3,9,1,2,0,2,2,1,6,5,27,0,0,0,1,6,0,0,0,0,8,4,4,0,1,4,0,0,4,10,4,2,2,1,1,3,1,0,4,13,3,0,0,2,0,2,1,2,1,3,7,2,1,1,0,0,0,2,0,3,6,3,3,1,1,2,1,0,6,0,0,1,2,1,1,0,17,0,0,2,3,12,2,3,1,0,0,8,0,1,3,5,0,0,4,4,13,0,0,0,3,1,1,2,2,5,0,0,0,0,0,0,6,1,4,7,0,0,0,0,0,1,0,1,1,1,1,0,3,4,1,3,2,1,0,3,2,5,3,0,0,0,0,1,2,0,2,3,0,0,0,0,0,0,0,0,0,4,2,7,1,2,0,4,1,0,0,0,0,5,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,5,0,1,0,0,1,0,1,5,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,3,1,3,clarice_lispector
0,1,5,0,1,4,8,0,1,2,1,0,0,0,4,0,0,7,1,2,3,0,1,4,0,3,2,0,5,0,2,1,0,0,4,5,3,1,0,4,0,0,1,1,11,3,5,1,0,3,1,0,1,8,21,6,3,4,5,10,6,16,2,0,0,3,10,5,3,5,0,4,6,0,0,15,1,3,0,25,1,1,3,1,10,0,3,4,2,3,8,2,4,3,3,0,0,0,0,8,1,2,1,0,0,1,0,5,0,1,1,2,0,0,2,21,4,3,5,3,3,1,3,0,6,5,13,8,6,5,1,1,5,7,2,15,13,2,3,4,4,6,3,4,3,2,3,0,1,1,2,4,1,4,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,2,2,5,4,1,3,0,5,1,3,0,1,3,0,4,7,0,16,24,2,2,0,3,3,2,0,0,1,1,3,4,2,2,3,5,1,1,3,0,4,2,0,2,3,0,9,7,3,14,4,3,12,1,2,1,1,2,10,2,1,0,2,0,0,0,5,0,2,2,4,0,1,0,1,0,1,6,9,1,2,6,11,9,0,2,0,0,0,1,4,20,6,4,2,0,3,5,5,6,5,0,0,1,0,0,9,6,13,0,6,2,15,6,15,5,1,1,0,0,17,0,7,8,11,0,0,3,0,1,2,3,0,0,4,0,1,1,0,2,1,5,0,2,1,5,1,3,4,1,1,1,5,0,0,3,9,11,10,6,5,0,2,2,5,6,0,0,0,0,0,3,8,3,0,2,1,3,5,0,1,3,1,5,4,2,0,3,1,0,0,7,4,5,0,0,0,3,2,5,9,9,0,0,2,1,1,1,1,6,2,2,1,2,1,4,3,0,0,1,2,6,5,4,9,0,2,3,clarice_lispector
2,9,10,1,19,11,3,3,8,6,1,0,9,1,1,2,0,27,7,0,4,4,1,4,12,4,0,10,44,5,7,5,0,5,9,9,6,4,1,17,1,14,12,0,19,3,2,0,0,3,3,0,9,8,24,4,7,3,5,3,1,24,11,0,0,40,6,35,1,7,0,0,6,0,0,7,5,10,7,8,2,9,2,5,8,0,6,42,19,23,30,14,4,10,2,3,0,0,4,18,0,1,1,0,0,3,0,10,0,0,0,2,0,10,8,23,13,34,9,8,15,6,9,7,16,8,49,5,19,12,10,12,9,27,9,14,13,23,17,17,20,11,6,12,3,13,11,8,3,8,23,1,6,11,0,1,0,0,1,0,3,23,3,3,4,2,4,0,0,1,0,0,1,4,21,5,10,17,10,6,6,6,10,7,7,1,11,12,4,2,10,27,4,1,0,3,11,0,0,0,1,0,3,25,11,3,7,26,0,5,9,4,3,0,2,1,10,8,10,11,23,11,16,22,23,0,1,1,0,0,2,2,7,9,11,3,3,0,7,1,4,7,5,4,2,0,0,0,2,50,1,0,12,49,19,25,1,46,0,0,9,7,11,8,2,0,0,1,6,7,9,26,8,1,3,0,0,0,11,22,10,0,13,2,6,19,24,5,6,2,1,1,6,0,6,5,0,0,0,4,1,1,4,2,3,3,4,8,5,6,8,8,9,20,0,17,9,1,2,6,1,0,0,3,2,1,0,2,3,11,13,25,3,3,2,9,4,12,0,0,0,0,0,0,16,6,19,4,2,14,0,0,0,0,6,2,5,0,24,1,3,1,9,1,1,18,3,0,2,3,3,1,3,16,0,3,0,4,13,4,10,14,7,6,1,4,15,1,7,1,7,2,0,42,24,3,0,6,3,7,clarice_lispector
2,3,0,1,2,2,0,0,3,1,0,0,1,1,1,1,0,14,0,0,0,1,0,3,0,0,0,1,12,0,2,2,0,0,0,1,6,4,1,6,1,0,0,0,15,0,0,0,0,3,1,1,0,2,15,5,2,0,2,2,5,13,4,0,0,4,0,5,0,5,0,0,1,0,0,3,1,1,2,0,2,6,0,1,0,0,1,0,0,0,0,1,2,1,0,3,1,3,3,11,0,0,0,0,0,0,0,6,0,0,0,2,0,2,5,8,5,8,10,2,8,3,1,3,6,5,13,2,0,8,0,0,4,9,2,9,5,11,11,2,2,17,0,2,0,4,2,0,3,1,8,0,6,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,6,2,4,0,2,0,4,2,0,3,2,1,0,2,7,7,5,0,0,2,7,2,0,0,2,0,2,10,5,0,0,5,0,1,0,1,1,0,0,1,1,1,2,1,16,4,1,6,20,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,12,13,0,0,5,16,3,3,0,5,0,0,5,3,0,0,3,10,0,1,0,0,4,5,6,0,0,0,1,0,3,1,0,0,9,7,10,6,6,0,3,2,0,1,0,0,2,3,0,0,0,3,0,1,10,2,0,0,3,5,2,2,2,3,4,2,0,0,0,0,1,0,2,0,0,0,0,0,6,0,1,5,0,1,0,4,0,2,0,5,0,0,0,0,0,13,15,12,36,7,3,16,0,3,0,5,6,7,1,5,58,1,0,0,0,1,1,17,2,0,2,2,12,1,14,15,0,6,9,1,2,2,9,1,16,12,0,2,19,4,2,0,0,2,3,1,2,14,0,13,5,11,clarice_lispector
0,3,6,0,1,0,3,0,0,0,0,0,1,1,1,2,0,11,2,0,3,0,1,0,1,1,1,0,11,1,3,3,0,0,4,3,5,4,0,9,0,0,6,0,5,1,2,0,1,0,0,2,1,3,13,0,2,0,2,1,3,2,0,0,0,5,3,0,2,1,0,0,1,0,0,1,1,1,1,5,0,2,1,5,0,5,0,10,3,3,1,5,1,3,2,0,0,0,3,11,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,5,6,6,2,3,3,1,0,1,6,4,12,4,1,3,1,1,3,8,5,9,6,4,3,1,0,11,1,3,0,0,4,2,1,2,3,2,1,4,0,0,1,1,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,1,3,1,4,3,0,2,2,4,3,0,0,0,2,3,2,1,1,14,3,0,0,1,2,0,0,0,0,1,3,5,2,0,0,2,1,0,6,3,0,1,1,1,4,1,0,3,7,3,0,0,4,0,2,1,2,1,3,3,6,0,2,1,0,0,4,0,1,5,1,1,1,0,0,0,0,2,0,0,0,6,2,1,0,16,0,0,4,6,8,5,1,0,1,0,1,0,1,8,1,0,0,1,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,1,3,5,0,0,1,2,0,0,0,0,0,1,1,1,1,3,1,4,8,0,1,1,6,1,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,1,3,0,1,0,1,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0,1,0,0,0,1,4,3,2,1,1,2,2,0,1,0,0,3,0,5,2,3,0,0,0,1,clarice_lispector
0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,3,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,clarice_lispector
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,clarice_lispector
